Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-63910-5679-6,172.16.0.1,63910,192.168.10.50,5679,6,7/7/2017 2:52,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
178.255.83.1-192.168.10.14-80-57759-6,192.168.10.14,57759,178.255.83.1,80,6,7/7/2017 3:31,59753,2,0,12,0,6,6,6,0,0,0,0,0,200.8267367,33.47112279,59753,0,59753,59753,59753,59753,0,59753,59753,0,0,0,0,0,0,0,0,0,40,0,33.47112279,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-57485-17,192.168.10.8,57485,192.168.10.3,53,17,5/7/2017 4:58,145,2,2,74,106,37,37,37,0,53,53,53,0,1241379.31,27586.2069,48.33333333,78.51963661,139,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13793.10345,13793.10345,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37,53,64,0,0,0,0,0,0,2,74,2,106,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-60922-80-6,172.16.0.1,60922,192.168.10.50,80,6,5/7/2017 10:48,99052793,6,5,359,11595,359,0,59.83333333,146.5611363,7240,0,2319,3331.638186,120.683119,0.111051891,9905279.3,31300000,99000000,2,99000000,19800000,44300000,99000000,2,60208,15052,22802.36632,48259,46,0,0,0,0,200,168,0.060573759,0.050478132,0,7240,996.1666667,2325.91647,5409887.424,0,0,0,0,1,0,0,0,0,1086.727273,59.83333333,2319,200,0,0,0,0,0,0,6,359,5,11595,251,235,1,32,6,0,6,6,99000000,0,99000000,99000000,DoS Hulk
192.168.10.3-192.168.10.19-53-44360-17,192.168.10.19,44360,192.168.10.3,53,17,4/7/2017 4:35,88679,2,2,64,532,32,32,32,0,266,266,266,0,6720.869653,45.10650774,29559.66667,51115.70608,88583,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,22.55325387,22.55325387,32,266,125.6,128.1670785,16426.8,0,0,0,0,0,0,0,0,1,157,32,266,64,0,0,0,0,0,0,2,64,2,532,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-38.69.238.104-38364-443-6,38.69.238.104,443,192.168.10.12,38364,6,6/7/2017 9:41,5,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,6200000,400000,5,0,5,5,5,5,0,5,5,0,0,0,0,0,1,0,0,0,64,0,400000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,972,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.23.204.145-62253-443-6,192.168.10.25,62253,23.23.204.145,443,6,3/7/2017 4:27,172835,10,5,1269,671,1029,0,126.9,320.2004407,533,0,134.2,230.8055459,11224.57836,86.78797697,12345.35714,20255.34573,50966,4,172835,19203.88889,24735.25663,52817,48,108295,27073.75,28172.64383,51683,4,0,0,0,0,332,168,57.85865131,28.92932566,0,1029,121.25,277.0919222,76779.93333,0,0,0,1,0,0,0,0,0,129.3333333,126.9,134.2,332,0,0,0,0,0,0,10,1269,5,671,65535,83,5,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-54599-17,192.168.10.15,54599,192.168.10.3,53,17,7/7/2017 1:04,145778,4,2,116,90,29,29,29,0,45,45,45,0,1413.107602,41.15847384,29155.6,49909.96967,115284,3,30491,10163.66667,17520.90641,30395,3,3,3,0,3,3,0,0,0,0,80,40,27.43898256,13.71949128,29,45,33.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,39.16666667,29,45,80,0,0,0,0,0,0,4,116,2,90,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-54.211.1.27-51174-80-6,192.168.10.15,51174,54.211.1.27,80,6,3/7/2017 10:52,108271,3,2,391,475,385,0,130.3333333,220.5682056,475,0,237.5,335.8757211,7998.448338,46.18041766,27067.75,30230.4717,55919,42,52352,26176,34339.93372,50458,1894,57855,57855,0,57855,57855,0,0,0,0,72,52,27.70825059,18.47216706,0,475,144.3333333,223.1113324,49778.66667,0,0,0,1,0,0,0,0,0,173.2,130.3333333,237.5,72,0,0,0,0,0,0,3,391,2,475,8192,55,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.51-38.69.238.8-33786-443-6,38.69.238.8,443,192.168.10.51,33786,6,6/7/2017 9:12,49,2,1,31,6,31,0,15.5,21.92031022,6,6,6,0,755102.0408,61224.4898,24.5,12.02081528,33,16,49,49,0,49,49,0,0,0,0,0,1,0,0,0,64,20,40816.32653,20408.16327,0,31,17,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6,64,0,0,0,0,0,0,2,31,1,6,1475,0,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-59773-17,192.168.10.14,59773,192.168.10.3,53,17,6/7/2017 1:36,228,2,2,102,486,51,51,51,0,243,243,243,0,2578947.368,17543.85965,76,126.439709,222,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,8771.929825,8771.929825,51,243,127.8,105.162731,11059.2,0,0,0,0,0,0,0,0,1,159.75,51,243,64,0,0,0,0,0,0,2,102,2,486,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.162-192.168.10.17-443-37102-6,192.168.10.17,37102,172.217.12.162,443,6,4/7/2017 3:35,116754188,22,18,1093,4663,705,0,49.68181818,155.5256483,1418,0,259.0555556,493.1345685,49.30015872,0.34260013,2993697.128,4532581.383,10000000,3,117000000,5559723.238,4943501.098,10100000,3,111000000,6558783.529,4872016.357,10100000,48,0,0,0,0,712,584,0.188430072,0.154170059,0,1418,140.3902439,356.9395522,127405.8439,0,0,0,1,0,0,0,0,0,143.9,49.68181818,259.0555556,712,0,0,0,0,0,0,22,1093,18,4663,29200,360,4,32,117844.9167,282053.1799,1013484,36261,9611670.5,1383493.97,10000000,5218513,BENIGN
192.168.10.3-192.168.10.12-53-17563-17,192.168.10.12,17563,192.168.10.3,53,17,7/7/2017 3:13,174,2,2,60,92,30,30,30,0,46,46,46,0,873563.2184,22988.50575,58,97,170,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,64,11494.25287,11494.25287,30,46,36.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,45.5,30,46,64,0,0,0,0,0,0,2,60,2,92,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61693-17,192.168.10.3,61693,192.168.10.1,53,17,4/7/2017 2:32,48543,1,1,55,120,55,55,55,0,120,120,120,0,3605.051192,41.20058505,48543,0,48543,48543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.60029252,20.60029252,55,120,76.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,115,55,120,32,0,0,0,0,0,0,1,55,1,120,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.8-50.116.194.23-8803-443-6,192.168.10.8,8803,50.116.194.23,443,6,7/7/2017 3:10,3240855,6,7,877,3157,517,0,146.1666667,226.3505394,1460,0,451,589.3267345,1244.733257,4.011287145,270071.25,800420.1878,2806051,2,434489,86897.8,89206.89149,245934,39204,3188885,531480.8333,1209099.154,2997709,2,0,0,0,0,132,152,1.851363298,2.159923847,0,1460,288.1428571,458.226994,209971.978,0,0,0,1,0,0,0,0,1,310.3076923,146.1666667,451,132,0,0,0,0,0,0,6,877,7,3157,8192,17,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61115-17,192.168.10.3,61115,192.168.10.1,53,17,7/7/2017 9:31,443,1,1,82,164,82,82,82,0,164,164,164,0,555304.7404,4514.672686,443,0,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2257.336343,2257.336343,82,164,109.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,164,82,164,32,0,0,0,0,0,0,1,82,1,164,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61799-17,192.168.10.3,61799,192.168.10.1,53,17,4/7/2017 9:12,60148,1,1,54,70,54,54,54,0,70,70,70,0,2061.581432,33.25131343,60148,0,60148,60148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.62565671,16.62565671,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89,54,70,20,0,0,0,0,0,0,1,54,1,70,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-63099-17,192.168.10.8,63099,192.168.10.3,53,17,4/7/2017 3:09,59521,2,2,64,242,32,32,32,0,121,121,121,0,5141.042657,67.20317199,19840.33333,34361.00129,59517,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,40,33.60158599,33.60158599,32,121,67.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,84.5,32,121,64,0,0,0,0,0,0,2,64,2,242,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-56794-32-6,172.16.0.1,56794,192.168.10.50,32,6,7/7/2017 2:52,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
172.16.0.1-192.168.10.50-62310-80-6,172.16.0.1,62310,192.168.10.50,80,6,7/7/2017 4:03,81281901,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,143.5620951,0.159937204,6773491.75,20700000,72100000,1,80200000,10000000,25200000,72100000,1,1132578,377526,652938.2015,1131474,228,0,0,0,0,192,92,0.110725757,0.049211447,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,187,0,187,187,40100000,45200000,72100000,8083628,DDoS
192.168.10.3-192.168.10.8-53-60372-17,192.168.10.8,60372,192.168.10.3,53,17,5/7/2017 2:34,68740,2,2,88,200,44,44,44,0,100,100,100,0,4189.70032,58.19028222,22913.33333,39680.99533,68733,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,64,29.09514111,29.09514111,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83,44,100,40,0,0,0,0,0,0,2,88,2,200,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-72.247.66.99-13868-80-6,192.168.10.9,13868,72.247.66.99,80,6,5/7/2017 8:47,115495442,44,56,663,89202,411,0,15.06818182,61.08377691,4380,0,1592.892857,1156.93972,778.0826537,0.865835034,1166620.626,3180783.125,10000000,7,115000000,2685940.512,4422004.483,10000000,174,110000000,2006864.4,4046626.79,10000000,158,0,0,0,0,892,1264,0.380967415,0.484867619,0,4380,889.7524752,1165.847669,1359200.788,0,0,0,1,0,0,0,0,1,898.65,15.06818182,1592.892857,892,0,0,0,0,0,0,44,663,56,89202,8192,946,43,20,33013.27273,26702.88851,113332,23844,10000000,4735.621271,10000000,9996309,BENIGN
172.16.0.1-192.168.10.50-54184-80-6,172.16.0.1,54184,192.168.10.50,80,6,5/7/2017 10:54,98687755,4,6,320,11595,314,0,80,156.0256389,5792,0,1932.5,2179.547086,120.7343302,0.101329694,11000000,32900000,98600000,4,98600000,32900000,56900000,98600000,4,83524,16704.8,31376.58562,72197,73,0,0,0,0,124,200,0.040531878,0.060797816,0,5792,1083.727273,1825.897592,3333902.018,1,0,0,0,0,0,0,0,1,1192.1,80,1932.5,124,0,0,0,0,0,0,4,320,6,11595,0,235,1,20,0,0,0,0,98600000,0,98600000,98600000,DoS Hulk
192.168.10.3-192.168.10.15-53-52600-17,192.168.10.15,52600,192.168.10.3,53,17,6/7/2017 9:31,60680,4,2,136,248,34,34,34,0,124,124,124,0,6328.279499,98.87936717,12136,17074.14329,35999,1,24678,8226,14205.43414,24629,1,3,3,0,3,3,0,0,0,0,104,40,65.91957811,32.95978906,34,124,59.71428571,43.91550328,1928.571429,0,0,0,0,0,0,0,0,0,69.66666667,34,124,104,0,0,0,0,0,0,4,136,2,248,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
146.20.129.66-192.168.10.5-443-57231-6,146.20.129.66,443,192.168.10.5,57231,6,3/7/2017 11:27,21,1,1,6,6,6,6,6,0,6,6,6,0,571428.5714,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,8192,254,0,20,0,0,0,0,0,0,0,0,BENIGN
178.255.83.1-192.168.10.8-80-57454-6,192.168.10.8,57454,178.255.83.1,80,6,5/7/2017 2:32,92779,2,0,12,0,6,6,6,0,0,0,0,0,129.3396135,21.55660225,92779,0,92779,92779,92779,92779,0,92779,92779,0,0,0,0,0,0,0,0,0,40,0,21.55660225,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16210,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-63718-17,192.168.10.14,63718,192.168.10.3,53,17,4/7/2017 10:04,153,2,2,102,134,51,51,51,0,67,67,67,0,1542483.66,26143.79085,51,83.13843876,147,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13071.89542,13071.89542,51,67,57.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,71.75,51,67,64,0,0,0,0,0,0,2,102,2,134,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-33740-80-6,172.16.0.1,33740,192.168.10.50,80,6,5/7/2017 11:11,11415782,9,6,416,11632,416,0,46.22222222,138.6666667,4392,0,1938.666667,2190.718847,1055.381051,1.313970431,815413,1881110.303,5412270,16,6413822,801727.75,1895711.356,5412984,62,10400000,2083353.4,2856024.931,5412270,16,0,0,0,0,304,200,0.788382259,0.525588173,0,4392,753,1584.250149,2509848.533,0,0,0,1,0,0,0,0,0,803.2,46.22222222,1938.666667,304,0,0,0,0,0,0,9,416,6,11632,29200,235,1,32,999783,0,999783,999783,5412270,0,5412270,5412270,DoS GoldenEye
172.217.12.206-192.168.10.25-443-63320-6,172.217.12.206,443,192.168.10.25,63320,6,3/7/2017 4:34,41,1,1,0,0,0,0,0,0,0,0,0,0,0,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,24390.2439,24390.2439,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,351,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.15.4.10-49535-80-6,192.168.10.14,49535,23.15.4.10,80,6,7/7/2017 9:04,101749416,86,110,977,237657,265,0,11.36046512,35.63042744,4380,0,2160.518182,887.7686257,2345.310758,1.926300982,521791.8769,7277811.705,102000000,1,102000000,1197051.953,11000000,102000000,46,104396,957.7614679,4862.535442,46778,1,0,0,0,0,1732,2212,0.845213696,1.081087286,0,4380,1211.340102,1258.483166,1583779.879,0,0,0,1,0,0,0,0,1,1217.520408,11.36046512,2160.518182,1732,0,0,0,0,0,0,86,977,110,237657,8192,980,85,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61244-17,192.168.10.3,61244,192.168.10.1,53,17,3/7/2017 3:58,30869,1,1,43,277,43,43,43,0,277,277,277,0,10366.38699,64.78991869,30869,0,30869,30869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.39495934,32.39495934,43,277,121,135.099963,18252,0,0,0,0,0,0,0,0,1,181.5,43,277,20,0,0,0,0,0,0,1,43,1,277,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.51-443-48917-6,192.168.10.51,48917,172.16.0.1,443,6,5/7/2017 10:45,3212475,9,7,2524,2045,999,0,280.4444444,429.5198223,959,0,292.1428571,454.9027107,1422.267878,4.980583506,214165,571839.0345,1994011,50,1218378,152297.25,397392.7056,1134948,76,3203101,533850.1667,856552.3824,1994011,1037,0,0,0,0,296,232,2.801578222,2.179005284,0,999,268.7647059,417.9417617,174675.3162,0,0,0,1,0,0,0,0,0,285.5625,280.4444444,292.1428571,296,0,0,0,0,0,0,9,2524,7,2045,29200,8,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-389-56479-17,192.168.10.15,56479,192.168.10.3,389,17,4/7/2017 3:33,214,2,2,500,326,250,250,250,0,163,163,163,0,3859813.084,18691.58879,71.33333333,81.54344445,162,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,9345.794393,9345.794393,163,250,215.2,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,269,250,163,64,0,0,0,0,0,0,2,500,2,326,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.25-53-63268-17,192.168.10.25,63268,192.168.10.3,53,17,3/7/2017 11:47,31256,2,2,62,162,31,31,31,0,81,81,81,0,7166.624008,127.9754287,10418.66667,18039.59784,31249,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,63.98771436,63.98771436,31,81,51,27.38612788,750,0,0,0,0,0,0,0,0,1,63.75,31,81,64,0,0,0,0,0,0,2,62,2,162,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.174-192.168.10.15-80-54613-6,172.217.12.174,80,192.168.10.15,54613,6,5/7/2017 11:02,87,1,1,6,6,6,6,6,0,6,6,6,0,137931.0345,22988.50575,87,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11494.25287,11494.25287,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,343,255,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-49074-80-6,172.16.0.1,49074,192.168.10.50,80,6,5/7/2017 11:00,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,64,0,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.3-192.168.10.17-53-25069-17,192.168.10.17,25069,192.168.10.3,53,17,7/7/2017 11:08,23537,2,2,60,220,30,30,30,0,110,110,110,0,11896.16349,169.9451927,7845.666667,13582.16508,23529,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,80,64,84.97259634,84.97259634,30,110,62,43.8178046,1920,0,0,0,0,0,0,0,0,1,77.5,30,110,80,0,0,0,0,0,0,2,60,2,220,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-40479-80-6,172.16.0.1,40479,192.168.10.50,80,6,7/7/2017 4:14,1159211,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,10035.27399,7.763901481,144901.375,409453.9116,1158248,3,813,406.5,328.8046533,639,174,1159151,231830.2,517883.4142,1158248,3,0,0,0,0,72,132,2.58796716,5.175934321,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
192.168.10.14-72.167.18.239-50907-80-6,192.168.10.14,50907,72.167.18.239,80,6,5/7/2017 9:59,543701,3,5,427,2279,421,0,142.3333333,241.3510583,1460,0,455.8,660.3318863,4977.000226,14.71396963,77671.57143,137879.733,377750,2,460226,230113,208790.2477,377750,82476,461303,115325.75,230015.8752,460349,2,0,0,0,0,72,112,5.51773861,9.196231017,0,1460,300.6666667,518.0002413,268324.25,0,0,0,1,0,0,0,0,1,338.25,142.3333333,455.8,72,0,0,0,0,0,0,3,427,5,2279,8192,237,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.50.75.27-52967-80-6,192.168.10.14,52967,23.50.75.27,80,6,4/7/2017 10:47,5680059,3,1,0,0,0,0,0,0,0,0,0,0,0,0.704218037,1893353,3259209.267,5656740,94,5680059,2840029.5,3983430.19,5656740,23319,0,0,0,0,0,0,0,0,0,72,32,0.528163528,0.176054509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-23.61.187.27-37640-80-6,192.168.10.12,37640,23.61.187.27,80,6,3/7/2017 10:06,5571145,3,1,0,0,0,0,0,0,0,0,0,0,0,0.717985262,1857048.333,3184441.763,5534063,56,5571145,2785572.5,3886952.541,5534063,37082,0,0,0,0,0,0,0,0,0,104,40,0.538488946,0.179496315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
185.167.164.37-192.168.10.8-443-57180-6,192.168.10.8,57180,185.167.164.37,443,6,5/7/2017 2:31,457673,11,9,846,4256,230,0,76.90909091,85.17329927,1460,0,472.8888889,613.3240262,11147.69715,43.69932244,24088.05263,26820.94355,90726,3,457673,45767.3,38654.9493,123607,3,327436,40929.5,48851.89669,123237,48,0,0,0,0,232,188,24.03462734,19.6646951,0,1460,242.952381,442.7196038,196000.6476,0,0,0,1,0,0,0,0,0,255.1,76.90909091,472.8888889,232,0,0,0,0,0,0,11,846,9,4256,8192,16384,10,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.194.108.108-49496-443-6,23.194.108.108,443,192.168.10.5,49496,6,4/7/2017 9:14,150,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,206666.6667,26666.66667,50,83.14445261,146,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,60,20,20000,6666.666667,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,60,0,0,0,0,0,0,3,31,1,0,1227,0,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-216.58.219.194-56106-443-6,216.58.219.194,443,192.168.10.25,56106,6,3/7/2017 11:02,60,2,1,0,0,0,0,0,0,0,0,0,0,0,50000,30,38.18376618,57,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,32,33333.33333,16666.66667,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,383,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-104.16.204.165-23165-443-6,192.168.10.9,23165,104.16.204.165,443,6,5/7/2017 4:23,701614,9,8,518,3848,190,0,57.55555556,77.814059,1460,0,481,630.9075096,6222.79487,24.22984718,43850.875,87027.26694,327208,1,701614,87701.75,111662.8707,327208,1,542101,77443,126715.5213,342310,4,0,0,0,0,192,172,12.82756615,11.40228103,0,1460,242.5555556,463.7731725,215085.5556,0,0,0,1,0,0,0,0,0,256.8235294,57.55555556,481,192,0,0,0,0,0,0,9,518,8,3848,8192,31,8,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-57775-80-6,172.16.0.1,57775,192.168.10.50,80,6,7/7/2017 4:10,92615103,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,125.9297849,0.140365875,7717925.25,25400000,88300000,1,92000000,13100000,33200000,88300000,1,625426,156356.5,312167.8185,624608,46,0,0,0,0,172,112,0.086379,0.053986875,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3668897,0,3668897,3668897,88300000,0,88300000,88300000,DDoS
157.240.18.35-192.168.10.9-443-6069-6,192.168.10.9,6069,157.240.18.35,443,6,3/7/2017 2:51,802,1,1,6,6,6,6,6,0,6,6,6,0,14962.59352,2493.765586,802,0,802,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1246.882793,1246.882793,6,6,6,0,0,1,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,0,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-53430-2382-6,172.16.0.1,53430,192.168.10.50,2382,6,7/7/2017 2:52,30,1,1,2,6,2,2,2,0,6,6,6,0,266666.6667,66666.66667,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
172.16.0.1-192.168.10.50-55290-1183-6,172.16.0.1,55290,192.168.10.50,1183,6,7/7/2017 2:54,34,1,1,0,6,0,0,0,0,6,6,6,0,176470.5882,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,29411.76471,29411.76471,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
